acc	R1	R2
SRR1652544	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/004/SRR1652544/SRR1652544_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/004/SRR1652544/SRR1652544_2.fastq.gz
SRR1732577	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1732577/SRR1732577_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/007/SRR1732577/SRR1732577_2.fastq.gz
SRR1973629	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1973629/SRR1973629_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR1973629/SRR1973629_2.fastq.gz
SRR1973778	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/008/SRR1973778/SRR1973778_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/008/SRR1973778/SRR1973778_2.fastq.gz
SRR1980607	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/007/SRR1980607/SRR1980607_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/007/SRR1980607/SRR1980607_2.fastq.gz
SRR1980615	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/005/SRR1980615/SRR1980615_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/005/SRR1980615/SRR1980615_2.fastq.gz
SRR1982174	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/004/SRR1982174/SRR1982174_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/004/SRR1982174/SRR1982174_2.fastq.gz
SRR2533389	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR253/009/SRR2533389/SRR2533389_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR253/009/SRR2533389/SRR2533389_2.fastq.gz
SRR2533807	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR253/007/SRR2533807/SRR2533807_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR253/007/SRR2533807/SRR2533807_2.fastq.gz
SRR2533808	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR253/008/SRR2533808/SRR2533808_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR253/008/SRR2533808/SRR2533808_2.fastq.gz
SRR2585572	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/002/SRR2585572/SRR2585572_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/002/SRR2585572/SRR2585572_2.fastq.gz
SRR2878512	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/002/SRR2878512/SRR2878512_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/002/SRR2878512/SRR2878512_2.fastq.gz
SRR3046426	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR304/006/SRR3046426/SRR3046426_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR304/006/SRR3046426/SRR3046426_2.fastq.gz
SRR3173516	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3173516/SRR3173516_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3173516/SRR3173516_2.fastq.gz
SRR3181823	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/003/SRR3181823/SRR3181823_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/003/SRR3181823/SRR3181823_2.fastq.gz
SRR3181824	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/004/SRR3181824/SRR3181824_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/004/SRR3181824/SRR3181824_2.fastq.gz
SRR3181825	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/005/SRR3181825/SRR3181825_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/005/SRR3181825/SRR3181825_2.fastq.gz
SRR3181826	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/006/SRR3181826/SRR3181826_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/006/SRR3181826/SRR3181826_2.fastq.gz
SRR3181827	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/007/SRR3181827/SRR3181827_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR318/007/SRR3181827/SRR3181827_2.fastq.gz
SRR3191376	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR319/006/SRR3191376/SRR3191376_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR319/006/SRR3191376/SRR3191376_2.fastq.gz
SRR3191377	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR319/007/SRR3191377/SRR3191377_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR319/007/SRR3191377/SRR3191377_2.fastq.gz
SRR3191384	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR319/004/SRR3191384/SRR3191384_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR319/004/SRR3191384/SRR3191384_2.fastq.gz
SRR3191385	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR319/005/SRR3191385/SRR3191385_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR319/005/SRR3191385/SRR3191385_2.fastq.gz
SRR3497936	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR349/006/SRR3497936/SRR3497936_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR349/006/SRR3497936/SRR3497936_2.fastq.gz
SRR3497937	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR349/007/SRR3497937/SRR3497937_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR349/007/SRR3497937/SRR3497937_2.fastq.gz
SRR3747683	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/003/SRR3747683/SRR3747683_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/003/SRR3747683/SRR3747683_2.fastq.gz
SRR3747684	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/004/SRR3747684/SRR3747684_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR374/004/SRR3747684/SRR3747684_2.fastq.gz
SRR1206226	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR120/006/SRR1206226/SRR1206226_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR120/006/SRR1206226/SRR1206226_2.fastq.gz
SRR5329254	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR532/004/SRR5329254/SRR5329254_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR532/004/SRR5329254/SRR5329254_2.fastq.gz
SRR5329255	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR532/005/SRR5329255/SRR5329255_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR532/005/SRR5329255/SRR5329255_2.fastq.gz
SRR5498100	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR549/000/SRR5498100/SRR5498100_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR549/000/SRR5498100/SRR5498100_2.fastq.gz
SRR7469019	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR746/009/SRR7469019/SRR7469019_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR746/009/SRR7469019/SRR7469019_2.fastq.gz
SRR7497086	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR749/006/SRR7497086/SRR7497086_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR749/006/SRR7497086/SRR7497086_2.fastq.gz
SRR7698170	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR769/000/SRR7698170/SRR7698170_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR769/000/SRR7698170/SRR7698170_2.fastq.gz
SRR7698171	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR769/001/SRR7698171/SRR7698171_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR769/001/SRR7698171/SRR7698171_2.fastq.gz
SRR10970087	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/087/SRR10970087/SRR10970087_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/087/SRR10970087/SRR10970087_2.fastq.gz
SRR10970312	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/012/SRR10970312/SRR10970312_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/012/SRR10970312/SRR10970312_2.fastq.gz
SRR10970326	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/026/SRR10970326/SRR10970326_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/026/SRR10970326/SRR10970326_2.fastq.gz
SRR12678830	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/030/SRR12678830/SRR12678830_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/030/SRR12678830/SRR12678830_2.fastq.gz
SRR13313246	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/046/SRR13313246/SRR13313246_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/046/SRR13313246/SRR13313246_2.fastq.gz
SRR13321682	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/082/SRR13321682/SRR13321682_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/082/SRR13321682/SRR13321682_2.fastq.gz
SRR14093572	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/072/SRR14093572/SRR14093572_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/072/SRR14093572/SRR14093572_2.fastq.gz
SRR19586216	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/016/SRR19586216/SRR19586216_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/016/SRR19586216/SRR19586216_2.fastq.gz
